1,20,33.3333,4714,5500,1,9,24,100
1,20,33.3333,4738,5500,1,10,48,100
1,20,33.3333,4756,5500,1,13,48,100
1,20,33.3333,4804,5500,1,12,96,100
1,20,33.3333,4810,5500,1,17,144,100
1,20,33.3333,4810,5500,1,17,144,100
1,20,33.3333,4810,5500,1,11,90,100
1,20,33.3333,4816,5500,1,10,48,100
1,20,33.3333,4828,5500,1,17,144,100
1,20,33.3333,4846,5500,1,15,96,100
1,20,33.3333,6773.58,5500,2,19,156,100
1,20,33.3333,7370.88,5500,2,9,24,100
1,20,33.3333,7765.94,5500,2,15,96,100
1,20,33.3333,8358.08,5500,2,11,90,100
1,20,33.3333,8922.72,5500,3,9,24,100
1,20,33.3333,9010.01,5500,3,12,90,100
1,20,33.3333,9106.27,5500,4,15,126,100
1,20,33.3333,9135.49,5500,3,10,48,100
1,20,33.3333,9603.01,5500,2,20,174,100
1,20,33.3333,10128.9,5500,2,10,48,100
1,20,33.3333,10268.8,5500,4,10,48,100
1,20,33.3333,10304,5500,3,21,174,100
1,20,33.3333,10327,5500,4,22,180,100
1,20,33.3333,10352.5,5500,5,22,180,100
1,20,33.3333,10591.5,5500,2,21,156,100
1,20,33.3333,11144.5,5500,2,17,144,100
1,20,33.3333,11440.2,5500,3,13,48,100
1,20,33.3333,11516.3,5500,2,12,96,100
1,20,33.3333,11656.5,5500,5,18,120,100
1,20,33.3333,11699.1,5500,6,19,156,100
1,20,33.3333,11843.2,5500,3,18,144,100
1,20,33.3333,12043.7,5500,4,9,24,100
1,20,33.3333,12091.2,5500,3,14,90,100
1,20,33.3333,12608.9,5500,2,13,48,100
1,20,33.3333,13535.4,5500,3,19,156,100
1,20,33.3333,14277.7,5500,6,19,162,100
1,20,33.3333,14374.9,5500,3,10,48,100
1,20,33.3333,14533.9,5500,4,20,144,100
1,20,33.3333,14588.2,5500,5,20,174,100
1,20,33.3333,14932.7,5500,6,21,174,100
1,20,33.3333,14949.1,5500,4,17,108,100
1,20,33.3333,15375.6,5500,4,22,108,100
1,20,33.3333,15797.7,5500,5,12,36,100
1,20,33.3333,15894.1,5500,4,12,84,100
1,20,33.3333,16009.5,5500,5,25,120,100
1,20,33.3333,16088.6,5500,3,12,96,100
1,20,33.3333,16625.9,5500,5,14,90,100
1,20,33.3333,16698.3,5500,6,14,90,100
1,20,33.3333,16729.8,5500,6,32,144,100
1,20,33.3333,17629.5,5500,7,17,144,100
1,20,33.3333,19067,5500,5,11,90,100
1,20,33.3333,19150.4,5500,5,10,48,100
1,20,33.3333,19348.2,5500,7,10,48,100
1,20,33.3333,19747.9,5500,8,19,156,100
1,20,33.3333,19978.5,5500,7,18,144,100
1,20,33.3333,19986.4,5500,6,12,90,100
1,20,33.3333,20019.6,5500,6,9,24,100
1,20,33.3333,20234.9,5500,7,13,48,100
1,20,33.3333,20427.4,5500,4,12,96,100
1,20,33.3333,20576.5,5500,8,20,162,100
1,20,33.3333,21796,5500,5,12,96,100
1,20,33.3333,21811,5500,7,12,84,100
1,20,33.3333,21957.4,5500,7,12,90,100
1,20,33.3333,22133.9,5500,6,12,96,100
1,20,33.3333,22424.7,5500,8,10,48,100
1,20,33.3333,22448,5500,7,9,24,100
1,20,33.3333,22556.8,5500,9,10,48,100
1,20,33.3333,22709.6,5500,7,12,96,100
1,20,33.3333,22748.4,5500,9,17,108,100
1,20,33.3333,22946,5500,10,25,120,100
1,20,33.3333,23556.9,5500,9,18,144,100
1,20,33.3333,23843.9,5500,8,12,36,100
1,20,33.3333,24166.3,5500,8,10,84,100
1,20,33.3333,24280,5500,8,14,90,100
1,20,33.3333,24472.3,5500,10,18,144,100
1,20,33.3333,25745.5,5500,9,12,36,100
1,20,33.3333,26705.7,5500,8,12,96,100
1,20,33.3333,27366.4,5500,8,20,162,100
1,20,33.3333,27741.7,5500,10,10,48,100
1,20,33.3333,28161.1,5500,4,18,144,100
1,20,33.3333,28199.3,5500,9,12,96,100
1,20,33.3333,29845.1,5500,5,17,144,100
1,20,33.3333,30119.5,5500,6,18,144,100
1,20,33.3333,30385.7,5500,6,10,48,100
1,20,33.3333,30851.8,5500,7,20,144,100
1,20,33.3333,32043.1,5500,9,18,144,100
1,20,33.3333,32070.8,5500,9,11,90,100
1,20,33.3333,33336.2,5500,10,9,24,100
1,20,33.3333,35455.4,5500,10,10,84,100
1,20,33.3333,35975.4,5500,10,12,96,100
1,20,33.3333,39404.7,5500,9,12,84,100
1,20,33.3333,40916.7,5500,8,18,144,100
1,20,33.3333,41005.6,5500,7,10,48,100
1,20,33.3333,41342,5500,10,14,90,100
1,20,33.3333,43099.4,5500,8,13,48,100
1,20,33.3333,44553.7,5500,9,17,144,100
1,20,33.3333,46155.4,5500,9,10,48,100
1,20,33.3333,46981.2,5500,10,18,144,100
1,20,33.3333,48274.6,5500,10,17,144,100
1,20,33.3333,49795.4,5500,10,13,48,100
